"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
40,朴子,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
40,朴子,38,相對濕度,RH,%,2023-09-12,80
40,朴子,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,13.9
40,朴子,14,溫度,AMB_TEMP,℃,2023-09-12,28.2
40,朴子,10,風速,WIND_SPEED,m/sec,2023-09-12,1.1
40,朴子,7,二氧化氮,NO2,ppb,2023-09-12,4.7
40,朴子,6,一氧化氮,NO,ppb,2023-09-12,0.9
40,朴子,5,氮氧化物,NOx,ppb,2023-09-12,5.6
40,朴子,4,懸浮微粒,PM10,μg/m3,2023-09-12,25
40,朴子,3,臭氧,O3,ppb,2023-09-12,34.1
40,朴子,2,一氧化碳,CO,ppm,2023-09-12,0.22
40,朴子,1,二氧化硫,SO2,ppb,2023-09-12,1.8
39,新港,143,小時風速值,WS_HR,m/sec,2023-09-12,1
39,新港,38,相對濕度,RH,%,2023-09-12,75
39,新港,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,15.9
39,新港,14,溫度,AMB_TEMP,℃,2023-09-12,28.5
39,新港,10,風速,WIND_SPEED,m/sec,2023-09-12,1.2
39,新港,7,二氧化氮,NO2,ppb,2023-09-12,5.7
39,新港,6,一氧化氮,NO,ppb,2023-09-12,1.4
39,新港,5,氮氧化物,NOx,ppb,2023-09-12,7.2
39,新港,4,懸浮微粒,PM10,μg/m3,2023-09-12,30
39,新港,3,臭氧,O3,ppb,2023-09-12,34.2
39,新港,2,一氧化碳,CO,ppm,2023-09-12,0.21
39,新港,1,二氧化硫,SO2,ppb,2023-09-12,1.9
38,崙背,143,小時風速值,WS_HR,m/sec,2023-09-12,0.6
38,崙背,38,相對濕度,RH,%,2023-09-12,81
38,崙背,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,20.1
38,崙背,31,甲烷,CH4,ppm,2023-09-12,2.67
38,崙背,14,溫度,AMB_TEMP,℃,2023-09-12,28.4
38,崙背,10,風速,WIND_SPEED,m/sec,2023-09-12,0.9
38,崙背,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.03
38,崙背,8,總碳氫化物,THC,ppm,2023-09-12,2.71
38,崙背,7,二氧化氮,NO2,ppb,2023-09-12,4.8
38,崙背,6,一氧化氮,NO,ppb,2023-09-12,0.7
38,崙背,5,氮氧化物,NOx,ppb,2023-09-12,5.5
38,崙背,4,懸浮微粒,PM10,μg/m3,2023-09-12,33
38,崙背,3,臭氧,O3,ppb,2023-09-12,34.1
38,崙背,2,一氧化碳,CO,ppm,2023-09-12,0.2
38,崙背,1,二氧化硫,SO2,ppb,2023-09-12,1.5
37,斗六,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
37,斗六,38,相對濕度,RH,%,2023-09-12,73
37,斗六,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,16
37,斗六,31,甲烷,CH4,ppm,2023-09-12,2.12
37,斗六,14,溫度,AMB_TEMP,℃,2023-09-12,28.8
37,斗六,10,風速,WIND_SPEED,m/sec,2023-09-12,1
37,斗六,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.02
37,斗六,8,總碳氫化物,THC,ppm,2023-09-12,2.14
37,斗六,7,二氧化氮,NO2,ppb,2023-09-12,5.4
37,斗六,6,一氧化氮,NO,ppb,2023-09-12,2.3
37,斗六,5,氮氧化物,NOx,ppb,2023-09-12,7.9
37,斗六,4,懸浮微粒,PM10,μg/m3,2023-09-12,30
37,斗六,3,臭氧,O3,ppb,2023-09-12,40.3
37,斗六,2,一氧化碳,CO,ppm,2023-09-12,0.23
28,豐原,143,小時風速值,WS_HR,m/sec,2023-09-12,1.4
28,豐原,38,相對濕度,RH,%,2023-09-12,76
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,19
28,豐原,31,甲烷,CH4,ppm,2023-09-12,1.97
28,豐原,14,溫度,AMB_TEMP,℃,2023-09-12,26.7
28,豐原,10,風速,WIND_SPEED,m/sec,2023-09-12,1.8
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.08
28,豐原,8,總碳氫化物,THC,ppm,2023-09-12,2.06
28,豐原,7,二氧化氮,NO2,ppb,2023-09-12,7.3
28,豐原,6,一氧化氮,NO,ppb,2023-09-12,1.1
28,豐原,5,氮氧化物,NOx,ppb,2023-09-12,8.4
28,豐原,4,懸浮微粒,PM10,μg/m3,2023-09-12,33
28,豐原,3,臭氧,O3,ppb,2023-09-12,42.1
28,豐原,2,一氧化碳,CO,ppm,2023-09-12,0.28
28,豐原,1,二氧化硫,SO2,ppb,2023-09-12,2.3
37,斗六,1,二氧化硫,SO2,ppb,2023-09-12,2.1
36,南投,143,小時風速值,WS_HR,m/sec,2023-09-12,0.6
36,南投,38,相對濕度,RH,%,2023-09-12,75
36,南投,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,16.8
36,南投,31,甲烷,CH4,ppm,2023-09-12,2.11
27,三義,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
27,三義,38,相對濕度,RH,%,2023-09-12,82
27,三義,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,16
27,三義,32,降雨強度,RAIN_INT,㎜,2023-09-12,0
27,三義,14,溫度,AMB_TEMP,℃,2023-09-12,25.9
27,三義,10,風速,WIND_SPEED,m/sec,2023-09-12,1.2
27,三義,7,二氧化氮,NO2,ppb,2023-09-12,6.5
27,三義,6,一氧化氮,NO,ppb,2023-09-12,1.1
27,三義,5,氮氧化物,NOx,ppb,2023-09-12,7.8
27,三義,4,懸浮微粒,PM10,μg/m3,2023-09-12,27
45,安南,3,臭氧,O3,ppb,2023-09-12,39
27,三義,3,臭氧,O3,ppb,2023-09-12,38.2
27,三義,2,一氧化碳,CO,ppm,2023-09-12,0.23
27,三義,1,二氧化硫,SO2,ppb,2023-09-12,1.5
26,苗栗,143,小時風速值,WS_HR,m/sec,2023-09-12,1.1
26,苗栗,38,相對濕度,RH,%,2023-09-12,70
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,14
26,苗栗,14,溫度,AMB_TEMP,℃,2023-09-12,28.4
26,苗栗,10,風速,WIND_SPEED,m/sec,2023-09-12,1.4
26,苗栗,7,二氧化氮,NO2,ppb,2023-09-12,6.2
26,苗栗,6,一氧化氮,NO,ppb,2023-09-12,1.2
26,苗栗,5,氮氧化物,NOx,ppb,2023-09-12,7.4
26,苗栗,4,懸浮微粒,PM10,μg/m3,2023-09-12,20
26,苗栗,3,臭氧,O3,ppb,2023-09-12,32.5
26,苗栗,2,一氧化碳,CO,ppm,2023-09-12,0.21
26,苗栗,1,二氧化硫,SO2,ppb,2023-09-12,1.4
25,頭份,143,小時風速值,WS_HR,m/sec,2023-09-12,1.1
25,頭份,38,相對濕度,RH,%,2023-09-12,78
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,14.9
25,頭份,31,甲烷,CH4,ppm,2023-09-12,2.04
25,頭份,14,溫度,AMB_TEMP,℃,2023-09-12,27.9
25,頭份,10,風速,WIND_SPEED,m/sec,2023-09-12,1.3
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.04
25,頭份,8,總碳氫化物,THC,ppm,2023-09-12,2.1
25,頭份,7,二氧化氮,NO2,ppb,2023-09-12,6.2
25,頭份,6,一氧化氮,NO,ppb,2023-09-12,1
25,頭份,5,氮氧化物,NOx,ppb,2023-09-12,7.2
25,頭份,4,懸浮微粒,PM10,μg/m3,2023-09-12,30
25,頭份,3,臭氧,O3,ppb,2023-09-12,44
25,頭份,2,一氧化碳,CO,ppm,2023-09-12,0.24
25,頭份,1,二氧化硫,SO2,ppb,2023-09-12,1.9
24,新竹,143,小時風速值,WS_HR,m/sec,2023-09-12,0.8
24,新竹,38,相對濕度,RH,%,2023-09-12,75
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,17.3
24,新竹,31,甲烷,CH4,ppm,2023-09-12,2.08
24,新竹,14,溫度,AMB_TEMP,℃,2023-09-12,28.7
24,新竹,10,風速,WIND_SPEED,m/sec,2023-09-12,1
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.09
24,新竹,8,總碳氫化物,THC,ppm,2023-09-12,2.17
24,新竹,7,二氧化氮,NO2,ppb,2023-09-12,10.1
24,新竹,6,一氧化氮,NO,ppb,2023-09-12,1.2
52,林園,7,二氧化氮,NO2,ppb,2023-09-12,2.8
52,林園,8,總碳氫化物,THC,ppm,2023-09-12,2.27
52,林園,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.02
52,林園,10,風速,WIND_SPEED,m/sec,2023-09-12,1.6
52,林園,14,溫度,AMB_TEMP,℃,2023-09-12,28.8
52,林園,31,甲烷,CH4,ppm,2023-09-12,2.25
52,林園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,5.5
52,林園,38,相對濕度,RH,%,2023-09-12,79
52,林園,143,小時風速值,WS_HR,m/sec,2023-09-12,1.4
53,楠梓,1,二氧化硫,SO2,ppb,2023-09-12,1
53,楠梓,2,一氧化碳,CO,ppm,2023-09-12,0.22
53,楠梓,3,臭氧,O3,ppb,2023-09-12,25.3
53,楠梓,4,懸浮微粒,PM10,μg/m3,2023-09-12,20
53,楠梓,5,氮氧化物,NOx,ppb,2023-09-12,11.4
53,楠梓,6,一氧化氮,NO,ppb,2023-09-12,1.5
53,楠梓,7,二氧化氮,NO2,ppb,2023-09-12,9.8
53,楠梓,8,總碳氫化物,THC,ppm,2023-09-12,2.06
53,楠梓,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.01
53,楠梓,10,風速,WIND_SPEED,m/sec,2023-09-12,1.4
53,楠梓,14,溫度,AMB_TEMP,℃,2023-09-12,28.6
53,楠梓,31,甲烷,CH4,ppm,2023-09-12,2.06
53,楠梓,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,7.1
53,楠梓,38,相對濕度,RH,%,2023-09-12,81
53,楠梓,143,小時風速值,WS_HR,m/sec,2023-09-12,1.2
54,左營,1,二氧化硫,SO2,ppb,2023-09-12,1.5
54,左營,2,一氧化碳,CO,ppm,2023-09-12,0.24
54,左營,3,臭氧,O3,ppb,2023-09-12,28.9
54,左營,4,懸浮微粒,PM10,μg/m3,2023-09-12,16
54,左營,5,氮氧化物,NOx,ppb,2023-09-12,8.3
54,左營,6,一氧化氮,NO,ppb,2023-09-12,1.3
54,左營,7,二氧化氮,NO2,ppb,2023-09-12,7
54,左營,8,總碳氫化物,THC,ppm,2023-09-12,2.04
54,左營,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.05
54,左營,10,風速,WIND_SPEED,m/sec,2023-09-12,1.5
54,左營,14,溫度,AMB_TEMP,℃,2023-09-12,28.7
54,左營,31,甲烷,CH4,ppm,2023-09-12,2
54,左營,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,10
54,左營,38,相對濕度,RH,%,2023-09-12,79
54,左營,143,小時風速值,WS_HR,m/sec,2023-09-12,1.3
56,前金,1,二氧化硫,SO2,ppb,2023-09-12,1.1
56,前金,2,一氧化碳,CO,ppm,2023-09-12,0.25
56,前金,3,臭氧,O3,ppb,2023-09-12,29.4
56,前金,4,懸浮微粒,PM10,μg/m3,2023-09-12,18
24,新竹,5,氮氧化物,NOx,ppb,2023-09-12,11.5
24,新竹,4,懸浮微粒,PM10,μg/m3,2023-09-12,26
24,新竹,3,臭氧,O3,ppb,2023-09-12,43.9
24,新竹,2,一氧化碳,CO,ppm,2023-09-12,0.32
24,新竹,1,二氧化硫,SO2,ppb,2023-09-12,0.9
23,竹東,143,小時風速值,WS_HR,m/sec,2023-09-12,0.7
23,竹東,38,相對濕度,RH,%,2023-09-12,74
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,19.6
23,竹東,14,溫度,AMB_TEMP,℃,2023-09-12,28
23,竹東,10,風速,WIND_SPEED,m/sec,2023-09-12,0.8
23,竹東,7,二氧化氮,NO2,ppb,2023-09-12,6.9
23,竹東,6,一氧化氮,NO,ppb,2023-09-12,0.9
23,竹東,5,氮氧化物,NOx,ppb,2023-09-12,7.9
23,竹東,4,懸浮微粒,PM10,μg/m3,2023-09-12,28
23,竹東,3,臭氧,O3,ppb,2023-09-12,44.3
23,竹東,2,一氧化碳,CO,ppm,2023-09-12,0.26
23,竹東,1,二氧化硫,SO2,ppb,2023-09-12,0.6
22,湖口,143,小時風速值,WS_HR,m/sec,2023-09-12,1.1
22,湖口,38,相對濕度,RH,%,2023-09-12,74
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,17.9
22,湖口,14,溫度,AMB_TEMP,℃,2023-09-12,28.2
22,湖口,10,風速,WIND_SPEED,m/sec,2023-09-12,1.3
22,湖口,7,二氧化氮,NO2,ppb,2023-09-12,8.9
22,湖口,6,一氧化氮,NO,ppb,2023-09-12,1.5
22,湖口,5,氮氧化物,NOx,ppb,2023-09-12,10.6
22,湖口,4,懸浮微粒,PM10,μg/m3,2023-09-12,31
22,湖口,3,臭氧,O3,ppb,2023-09-12,44.9
22,湖口,2,一氧化碳,CO,ppm,2023-09-12,0.24
22,湖口,1,二氧化硫,SO2,ppb,2023-09-12,1.4
21,龍潭,143,小時風速值,WS_HR,m/sec,2023-09-12,1.3
21,龍潭,38,相對濕度,RH,%,2023-09-12,75
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,19.7
21,龍潭,14,溫度,AMB_TEMP,℃,2023-09-12,27.2
21,龍潭,10,風速,WIND_SPEED,m/sec,2023-09-12,1.6
21,龍潭,7,二氧化氮,NO2,ppb,2023-09-12,9.6
21,龍潭,6,一氧化氮,NO,ppb,2023-09-12,1.6
21,龍潭,5,氮氧化物,NOx,ppb,2023-09-12,11.3
21,龍潭,4,懸浮微粒,PM10,μg/m3,2023-09-12,30
21,龍潭,3,臭氧,O3,ppb,2023-09-12,51.8
21,龍潭,2,一氧化碳,CO,ppm,2023-09-12,0.28
21,龍潭,1,二氧化硫,SO2,ppb,2023-09-12,1.3
20,平鎮,143,小時風速值,WS_HR,m/sec,2023-09-12,1.2
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,17.8
20,平鎮,14,溫度,AMB_TEMP,℃,2023-09-12,28.4
20,平鎮,10,風速,WIND_SPEED,m/sec,2023-09-12,1.6
20,平鎮,7,二氧化氮,NO2,ppb,2023-09-12,13.8
20,平鎮,6,一氧化氮,NO,ppb,2023-09-12,1.7
20,平鎮,5,氮氧化物,NOx,ppb,2023-09-12,15.5
20,平鎮,4,懸浮微粒,PM10,μg/m3,2023-09-12,29
20,平鎮,3,臭氧,O3,ppb,2023-09-12,41.1
20,平鎮,2,一氧化碳,CO,ppm,2023-09-12,0.33
20,平鎮,1,二氧化硫,SO2,ppb,2023-09-12,1.1
19,觀音,143,小時風速值,WS_HR,m/sec,2023-09-12,1.3
19,觀音,38,相對濕度,RH,%,2023-09-12,77
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,17.9
19,觀音,14,溫度,AMB_TEMP,℃,2023-09-12,28.5
19,觀音,10,風速,WIND_SPEED,m/sec,2023-09-12,1.5
19,觀音,7,二氧化氮,NO2,ppb,2023-09-12,11.5
19,觀音,6,一氧化氮,NO,ppb,2023-09-12,1.7
19,觀音,5,氮氧化物,NOx,ppb,2023-09-12,13.2
19,觀音,4,懸浮微粒,PM10,μg/m3,2023-09-12,32
61,恆春,1,二氧化硫,SO2,ppb,2023-09-12,0
61,恆春,2,一氧化碳,CO,ppm,2023-09-12,0.12
61,恆春,3,臭氧,O3,ppb,2023-09-12,31
61,恆春,4,懸浮微粒,PM10,μg/m3,2023-09-12,11
61,恆春,5,氮氧化物,NOx,ppb,2023-09-12,0.7
61,恆春,6,一氧化氮,NO,ppb,2023-09-12,0.6
61,恆春,7,二氧化氮,NO2,ppb,2023-09-12,0
61,恆春,10,風速,WIND_SPEED,m/sec,2023-09-12,3
61,恆春,14,溫度,AMB_TEMP,℃,2023-09-12,27.7
61,恆春,32,降雨強度,RAIN_INT,㎜,2023-09-12,0
61,恆春,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,4.6
61,恆春,38,相對濕度,RH,%,2023-09-12,83
61,恆春,143,小時風速值,WS_HR,m/sec,2023-09-12,2.9
62,臺東,1,二氧化硫,SO2,ppb,2023-09-12,0.3
62,臺東,2,一氧化碳,CO,ppm,2023-09-12,0.17
62,臺東,3,臭氧,O3,ppb,2023-09-12,27.5
62,臺東,4,懸浮微粒,PM10,μg/m3,2023-09-12,14
62,臺東,5,氮氧化物,NOx,ppb,2023-09-12,4.4
62,臺東,6,一氧化氮,NO,ppb,2023-09-12,0.9
62,臺東,7,二氧化氮,NO2,ppb,2023-09-12,3.4
62,臺東,8,總碳氫化物,THC,ppm,2023-09-12,2.09
62,臺東,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.02
19,觀音,3,臭氧,O3,ppb,2023-09-12,34.5
19,觀音,2,一氧化碳,CO,ppm,2023-09-12,0.24
19,觀音,1,二氧化硫,SO2,ppb,2023-09-12,0.9
18,大園,143,小時風速值,WS_HR,m/sec,2023-09-12,1.8
18,大園,38,相對濕度,RH,%,2023-09-12,72
18,大園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,13.4
18,大園,14,溫度,AMB_TEMP,℃,2023-09-12,28.1
18,大園,10,風速,WIND_SPEED,m/sec,2023-09-12,2.1
18,大園,7,二氧化氮,NO2,ppb,2023-09-12,14.8
18,大園,6,一氧化氮,NO,ppb,2023-09-12,2.2
18,大園,5,氮氧化物,NOx,ppb,2023-09-12,17.1
18,大園,4,懸浮微粒,PM10,μg/m3,2023-09-12,25
18,大園,3,臭氧,O3,ppb,2023-09-12,28
18,大園,2,一氧化碳,CO,ppm,2023-09-12,0.25
18,大園,1,二氧化硫,SO2,ppb,2023-09-12,1.6
17,桃園,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
17,桃園,38,相對濕度,RH,%,2023-09-12,66
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,14.5
17,桃園,31,甲烷,CH4,ppm,2023-09-12,2.06
17,桃園,14,溫度,AMB_TEMP,℃,2023-09-12,28.7
17,桃園,10,風速,WIND_SPEED,m/sec,2023-09-12,1.3
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.14
17,桃園,8,總碳氫化物,THC,ppm,2023-09-12,2.21
17,桃園,7,二氧化氮,NO2,ppb,2023-09-12,13.6
17,桃園,6,一氧化氮,NO,ppb,2023-09-12,1.9
17,桃園,5,氮氧化物,NOx,ppb,2023-09-12,15.6
17,桃園,4,懸浮微粒,PM10,μg/m3,2023-09-12,26
17,桃園,3,臭氧,O3,ppb,2023-09-12,34.7
16,大同,10,風速,WIND_SPEED,m/sec,2023-09-12,
15,松山,4,懸浮微粒,PM10,μg/m3,2023-09-12,19
14,古亭,8,總碳氫化物,THC,ppm,2023-09-12,2.04
14,古亭,7,二氧化氮,NO2,ppb,2023-09-12,10.1
14,古亭,6,一氧化氮,NO,ppb,2023-09-12,2.4
14,古亭,5,氮氧化物,NOx,ppb,2023-09-12,12.6
14,古亭,4,懸浮微粒,PM10,μg/m3,2023-09-12,17
14,古亭,3,臭氧,O3,ppb,2023-09-12,27.2
14,古亭,2,一氧化碳,CO,ppm,2023-09-12,0.21
14,古亭,1,二氧化硫,SO2,ppb,2023-09-12,0.7
13,萬華,143,小時風速值,WS_HR,m/sec,2023-09-12,1.2
13,萬華,38,相對濕度,RH,%,2023-09-12,61
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,13
13,萬華,31,甲烷,CH4,ppm,2023-09-12,2.16
13,萬華,14,溫度,AMB_TEMP,℃,2023-09-12,29.6
13,萬華,10,風速,WIND_SPEED,m/sec,2023-09-12,1.5
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.07
13,萬華,8,總碳氫化物,THC,ppm,2023-09-12,2.23
13,萬華,7,二氧化氮,NO2,ppb,2023-09-12,14.7
12,中山,1,二氧化硫,SO2,ppb,2023-09-12,1
11,士林,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
11,士林,38,相對濕度,RH,%,2023-09-12,61
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,10.8
11,士林,14,溫度,AMB_TEMP,℃,2023-09-12,29.4
11,士林,7,二氧化氮,NO2,ppb,2023-09-12,8.3
11,士林,6,一氧化氮,NO,ppb,2023-09-12,1.3
11,士林,5,氮氧化物,NOx,ppb,2023-09-12,9.7
11,士林,2,一氧化碳,CO,ppm,2023-09-12,0.19
11,士林,1,二氧化硫,SO2,ppb,2023-09-12,1.3
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,10.3
10,淡水,14,溫度,AMB_TEMP,℃,2023-09-12,27.7
10,淡水,10,風速,WIND_SPEED,m/sec,2023-09-12,1.6
10,淡水,7,二氧化氮,NO2,ppb,2023-09-12,9.4
10,淡水,6,一氧化氮,NO,ppb,2023-09-12,1.9
10,淡水,5,氮氧化物,NOx,ppb,2023-09-12,11.4
10,淡水,4,懸浮微粒,PM10,μg/m3,2023-09-12,21
10,淡水,3,臭氧,O3,ppb,2023-09-12,31.5
10,淡水,2,一氧化碳,CO,ppm,2023-09-12,0.23
10,淡水,1,二氧化硫,SO2,ppb,2023-09-12,1.7
9,林口,143,小時風速值,WS_HR,m/sec,2023-09-12,1.7
9,林口,38,相對濕度,RH,%,2023-09-12,74
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,11.5
9,林口,14,溫度,AMB_TEMP,℃,2023-09-12,28
9,林口,10,風速,WIND_SPEED,m/sec,2023-09-12,1.9
9,林口,7,二氧化氮,NO2,ppb,2023-09-12,11.6
9,林口,6,一氧化氮,NO,ppb,2023-09-12,2.4
9,林口,5,氮氧化物,NOx,ppb,2023-09-12,14.1
9,林口,4,懸浮微粒,PM10,μg/m3,2023-09-12,19
9,林口,3,臭氧,O3,ppb,2023-09-12,34.8
9,林口,2,一氧化碳,CO,ppm,2023-09-12,0.23
9,林口,1,二氧化硫,SO2,ppb,2023-09-12,1.7
8,菜寮,143,小時風速值,WS_HR,m/sec,2023-09-12,1.7
8,菜寮,38,相對濕度,RH,%,2023-09-12,59
8,菜寮,14,溫度,AMB_TEMP,℃,2023-09-12,30
8,菜寮,10,風速,WIND_SPEED,m/sec,2023-09-12,2.1
8,菜寮,7,二氧化氮,NO2,ppb,2023-09-12,12.3
8,菜寮,6,一氧化氮,NO,ppb,2023-09-12,2.1
8,菜寮,5,氮氧化物,NOx,ppb,2023-09-12,14.5
8,菜寮,4,懸浮微粒,PM10,μg/m3,2023-09-12,18
8,菜寮,3,臭氧,O3,ppb,2023-09-12,35.1
8,菜寮,2,一氧化碳,CO,ppm,2023-09-12,0.3
8,菜寮,1,二氧化硫,SO2,ppb,2023-09-12,1.6
7,新莊,143,小時風速值,WS_HR,m/sec,2023-09-12,1.1
64,陽明,10,風速,WIND_SPEED,m/sec,2023-09-12,1.2
64,陽明,14,溫度,AMB_TEMP,℃,2023-09-12,22
64,陽明,32,降雨強度,RAIN_INT,㎜,2023-09-12,0
64,陽明,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,8
64,陽明,38,相對濕度,RH,%,2023-09-12,73
65,宜蘭,1,二氧化硫,SO2,ppb,2023-09-12,0.8
65,宜蘭,2,一氧化碳,CO,ppm,2023-09-12,0.13
65,宜蘭,3,臭氧,O3,ppb,2023-09-12,28
65,宜蘭,4,懸浮微粒,PM10,μg/m3,2023-09-12,15
65,宜蘭,5,氮氧化物,NOx,ppb,2023-09-12,4.2
65,宜蘭,6,一氧化氮,NO,ppb,2023-09-12,0.8
65,宜蘭,7,二氧化氮,NO2,ppb,2023-09-12,3.3
65,宜蘭,8,總碳氫化物,THC,ppm,2023-09-12,2.02
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.01
65,宜蘭,10,風速,WIND_SPEED,m/sec,2023-09-12,1.4
65,宜蘭,14,溫度,AMB_TEMP,℃,2023-09-12,28.5
65,宜蘭,31,甲烷,CH4,ppm,2023-09-12,2.02
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,11.1
65,宜蘭,38,相對濕度,RH,%,2023-09-12,70
65,宜蘭,143,小時風速值,WS_HR,m/sec,2023-09-12,1
66,冬山,1,二氧化硫,SO2,ppb,2023-09-12,1.2
66,冬山,2,一氧化碳,CO,ppm,2023-09-12,0.21
66,冬山,3,臭氧,O3,ppb,2023-09-12,27.6
66,冬山,4,懸浮微粒,PM10,μg/m3,2023-09-12,22
66,冬山,5,氮氧化物,NOx,ppb,2023-09-12,8
66,冬山,6,一氧化氮,NO,ppb,2023-09-12,1.5
66,冬山,7,二氧化氮,NO2,ppb,2023-09-12,6.4
66,冬山,10,風速,WIND_SPEED,m/sec,2023-09-12,1.5
66,冬山,14,溫度,AMB_TEMP,℃,2023-09-12,27.4
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,8.4
66,冬山,38,相對濕度,RH,%,2023-09-12,76
66,冬山,143,小時風速值,WS_HR,m/sec,2023-09-12,1.4
67,三重,1,二氧化硫,SO2,ppb,2023-09-12,0.9
67,三重,2,一氧化碳,CO,ppm,2023-09-12,0.76
67,三重,3,臭氧,O3,ppb,2023-09-12,17.7
67,三重,4,懸浮微粒,PM10,μg/m3,2023-09-12,22
67,三重,5,氮氧化物,NOx,ppb,2023-09-12,59.2
67,三重,6,一氧化氮,NO,ppb,2023-09-12,30.2
7,新莊,6,一氧化氮,NO,ppb,2023-09-12,2.1
7,新莊,5,氮氧化物,NOx,ppb,2023-09-12,15.5
7,新莊,4,懸浮微粒,PM10,μg/m3,2023-09-12,23
7,新莊,3,臭氧,O3,ppb,2023-09-12,33.6
7,新莊,2,一氧化碳,CO,ppm,2023-09-12,0.3
7,新莊,1,二氧化硫,SO2,ppb,2023-09-12,1.1
6,板橋,143,小時風速值,WS_HR,m/sec,2023-09-12,0.9
6,板橋,38,相對濕度,RH,%,2023-09-12,67
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,15.6
6,板橋,31,甲烷,CH4,ppm,2023-09-12,2.02
6,板橋,14,溫度,AMB_TEMP,℃,2023-09-12,29.5
6,板橋,10,風速,WIND_SPEED,m/sec,2023-09-12,1.3
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.1
6,板橋,8,總碳氫化物,THC,ppm,2023-09-12,2.12
6,板橋,7,二氧化氮,NO2,ppb,2023-09-12,14.5
6,板橋,6,一氧化氮,NO,ppb,2023-09-12,1.9
6,板橋,5,氮氧化物,NOx,ppb,2023-09-12,16.5
6,板橋,4,懸浮微粒,PM10,μg/m3,2023-09-12,21
6,板橋,3,臭氧,O3,ppb,2023-09-12,32.5
6,板橋,2,一氧化碳,CO,ppm,2023-09-12,0.33
6,板橋,1,二氧化硫,SO2,ppb,2023-09-12,0.9
5,土城,143,小時風速值,WS_HR,m/sec,2023-09-12,0.7
5,土城,38,相對濕度,RH,%,2023-09-12,72
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2023-09-12,14.8
5,土城,31,甲烷,CH4,ppm,2023-09-12,2
5,土城,14,溫度,AMB_TEMP,℃,2023-09-12,29
5,土城,10,風速,WIND_SPEED,m/sec,2023-09-12,1.2
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-12,0.12
5,土城,8,總碳氫化物,THC,ppm,2023-09-12,2.14
5,土城,7,二氧化氮,NO2,ppb,2023-09-12,11.9
